region,year,median
Yackandandah,2001,130.0
Avoca,2001,110.0
Beaufort,2001,110.0
Ararat,2001,110.0
Ararat Surrounds,2001,110.0
Alfredton,2001,150.0
Ballarat,2001,150.0
Buninyong,2001,150.0
Delacombe,2001,150.0
Wendouree - Miners Rest,2001,150.0
Ballarat East - Warrenheip,2001,150.0
Ballarat North - Invermay,2001,150.0
Canadian - Mount Clear,2001,150.0
Sebastopol - Redan,2001,150.0
Creswick - Clunes,2001,150.0
Gordon (Vic.),2001,150.0
Bundoora - East,2001,200.0
Greensborough,2001,200.0
Heidelberg - Rosanna,2001,200.0
Heidelberg West,2001,200.0
Ivanhoe,2001,200.0
Ivanhoe East - Eaglemont,2001,200.0
Montmorency - Briar Hill,2001,200.0
Viewbank - Yallambie,2001,200.0
Watsonia,2001,200.0
Korumburra,2001,130.0
Phillip Island,2001,130.0
Wonthaggi - Inverloch,2001,130.0
Drouin,2001,145.0
Mount Baw Baw Region,2001,145.0
Trafalgar (Vic.),2001,145.0
Warragul,2001,145.0
Leongatha,2001,145.0
Moe - Newborough,2001,145.0
Yallourn North - Glengarry,2001,145.0
Ashburton (Vic.),2001,240.0
Balwyn,2001,240.0
Balwyn North,2001,240.0
Camberwell,2001,240.0
Glen Iris - East,2001,240.0
Hawthorn East,2001,240.0
Kew East,2001,240.0
Surrey Hills (West) - Canterbury,2001,240.0
Hawthorn - North,2001,240.0
Hawthorn - South,2001,240.0
Kew - South,2001,240.0
Kew - West,2001,240.0
Bulleen,2001,240.0
Doncaster,2001,240.0
Keilor,2001,170.0
Ardeer - Albion,2001,170.0
Cairnlea,2001,170.0
Delahey,2001,170.0
Keilor Downs,2001,170.0
Kings Park (Vic.),2001,170.0
St Albans - North,2001,170.0
St Albans - South,2001,170.0
Sunshine,2001,170.0
Sunshine North,2001,170.0
Sunshine West,2001,170.0
Sydenham,2001,170.0
Taylors Lakes,2001,170.0
Deer Park,2001,170.0
Derrimut,2001,170.0
Echuca,2001,140.0
Kyabram,2001,140.0
Lockington - Gunbower,2001,140.0
Rochester,2001,140.0
Rushworth,2001,140.0
Belgrave - Selby,2001,165.0
Emerald - Cockatoo,2001,165.0
Beaconsfield - Officer,2001,165.0
Bunyip - Garfield,2001,165.0
Koo Wee Rup,2001,165.0
Pakenham - North East,2001,165.0
Pakenham - North West,2001,165.0
Pakenham - South East,2001,165.0
Pakenham - South West,2001,165.0
Berwick - North,2001,180.0
Doveton,2001,180.0
Hallam,2001,180.0
Narre Warren North,2001,180.0
Endeavour Hills - North,2001,180.0
Endeavour Hills - South,2001,180.0
Narre Warren - North East,2001,180.0
Narre Warren - South West,2001,180.0
Berwick - South East,2001,180.0
Berwick - South West,2001,180.0
Cranbourne,2001,180.0
Cranbourne South,2001,180.0
Cranbourne West,2001,180.0
Lynbrook - Lyndhurst,2001,180.0
Pearcedale - Tooradin,2001,180.0
Narre Warren South - East,2001,180.0
Narre Warren South - West,2001,180.0
Clyde North - North,2001,180.0
Clyde North - South,2001,180.0
Cranbourne East - North,2001,180.0
Cranbourne East - South,2001,180.0
Cranbourne North - East,2001,180.0
Cranbourne North - West,2001,180.0
Hampton Park - East,2001,180.0
Hampton Park - West,2001,180.0
Maryborough (Vic.),2001,120.0
Maryborough Surrounds,2001,120.0
Castlemaine Surrounds,2001,120.0
Colac,2001,130.0
Colac Surrounds,2001,130.0
Otway,2001,130.0
Camperdown,2001,110.0
Corangamite - North,2001,110.0
Corangamite - South,2001,110.0
Moyne - East,2001,110.0
Alphington - Fairfield,2001,180.0
Thornbury,2001,180.0
Northcote - East,2001,180.0
Northcote - West,2001,180.0
Kingsbury,2001,180.0
Preston - East,2001,180.0
Preston - West,2001,180.0
Reservoir - North East,2001,180.0
Reservoir - North West,2001,180.0
Reservoir - South East,2001,180.0
Reservoir - South West,2001,180.0
Alps - East,2001,130.0
Bairnsdale,2001,130.0
Bruthen - Omeo,2001,130.0
Lake King,2001,130.0
Lakes Entrance,2001,130.0
Orbost,2001,130.0
Paynesville,2001,130.0
Longford - Loch Sport,2001,130.0
Carrum Downs,2001,165.0
Frankston,2001,165.0
Frankston North,2001,165.0
Frankston South,2001,165.0
Langwarrin,2001,165.0
Seaford (Vic.),2001,165.0
Skye - Sandhurst,2001,165.0
Buloke,2001,110.0
Gannawarra,2001,110.0
Kerang,2001,110.0
Swan Hill Surrounds,2001,110.0
Bentleigh - McKinnon,2001,205.0
Carnegie,2001,205.0
Caulfield - North,2001,205.0
Caulfield - South,2001,205.0
Elsternwick,2001,205.0
Murrumbeena,2001,205.0
Ormond - Glen Huntly,2001,205.0
Bentleigh East - North,2001,205.0
Bentleigh East - South,2001,205.0
Bendigo,2001,150.0
California Gully - Eaglehawk,2001,150.0
East Bendigo - Kennington,2001,150.0
Flora Hill - Spring Gully,2001,150.0
Kangaroo Flat - Golden Square,2001,150.0
Maiden Gully,2001,150.0
Strathfieldsaye,2001,150.0
White Hills - Ascot,2001,150.0
Bendigo Surrounds - South,2001,150.0
Heathcote,2001,150.0
Bendigo Surrounds - North,2001,150.0
Dandenong North,2001,150.0
Noble Park North,2001,150.0
Springvale,2001,150.0
Springvale South,2001,150.0
Noble Park - East,2001,150.0
Noble Park - West,2001,150.0
Dandenong - North,2001,150.0
Dandenong - South,2001,150.0
Keysborough - North,2001,150.0
Keysborough - South,2001,150.0
Belmont,2001,155.0
Geelong,2001,155.0
Geelong West - Hamlyn Heights,2001,155.0
Highton,2001,155.0
Lara,2001,155.0
Leopold,2001,155.0
Newcomb - Moolap,2001,155.0
Newtown (Vic.),2001,155.0
North Geelong - Bell Park,2001,155.0
Charlemont,2001,155.0
Corio - Lovely Banks,2001,155.0
Grovedale - Mount Duneed,2001,155.0
Norlane,2001,155.0
Clifton Springs,2001,155.0
Portarlington,2001,155.0
Point Lonsdale - Queenscliff,2001,155.0
Barwon Heads - Armstrong Creek,2001,155.0
Ocean Grove,2001,155.0
Benalla Surrounds,2001,155.0
Mooroopna,2001,155.0
Shepparton - North,2001,155.0
Shepparton Surrounds - East,2001,155.0
Shepparton Surrounds - West,2001,155.0
Kialla,2001,155.0
Shepparton - South East,2001,155.0
Daylesford,2001,145.0
Nhill Region,2001,110.0
Altona,2001,190.0
Altona Meadows,2001,190.0
Altona North,2001,190.0
Newport,2001,190.0
Seabrook,2001,190.0
Williamstown,2001,190.0
Laverton,2001,190.0
Horsham,2001,127.0
Horsham Surrounds,2001,127.0
Sunbury,2001,185.0
Sunbury - South,2001,185.0
Sunbury - West,2001,185.0
Broadmeadows,2001,185.0
Campbellfield - Coolaroo,2001,185.0
Gladstone Park - Westmeadows,2001,185.0
Greenvale - Bulla,2001,185.0
Meadow Heights,2001,185.0
Melbourne Airport,2001,185.0
Tullamarine,2001,185.0
Craigieburn - Central,2001,185.0
Craigieburn - North,2001,185.0
Craigieburn - South,2001,185.0
Mickleham - Yuroke,2001,185.0
Craigieburn - North West,2001,185.0
Craigieburn - West,2001,185.0
Roxburgh Park (South) - Somerton,2001,185.0
Roxburgh Park - North,2001,185.0
Rutherglen,2001,138.0
Beechworth,2001,138.0
Chiltern - Indigo Valley,2001,138.0
Bayswater,2001,195.0
Knoxfield - Scoresby,2001,195.0
Lysterfield,2001,195.0
Rowville - Central,2001,195.0
Rowville - North,2001,195.0
Rowville - South,2001,195.0
Wantirna,2001,195.0
Wantirna South,2001,195.0
Boronia,2001,195.0
Ferntree Gully - North,2001,195.0
Ferntree Gully (South) - Upper Ferntree Gully,2001,195.0
The Basin,2001,195.0
Kyneton,2001,163.0
Woodend,2001,163.0
Gisborne,2001,163.0
Macedon,2001,163.0
Riddells Creek,2001,163.0
Romsey,2001,163.0
Templestowe,2001,250.0
Templestowe Lower,2001,250.0
Doncaster East - North,2001,250.0
Doncaster East - South,2001,250.0
Donvale - Park Orchards,2001,250.0
Warrandyte - Wonga Park,2001,250.0
Nunawading,2001,250.0
Braybrook,2001,175.0
Footscray,2001,175.0
Maribyrnong,2001,175.0
Seddon - Kingsville,2001,175.0
West Footscray - Tottenham,2001,175.0
Yarraville,2001,175.0
Bayswater North,2001,185.0
Croydon Hills - Warranwood,2001,185.0
Ringwood,2001,185.0
Ringwood East,2001,185.0
Ringwood North,2001,185.0
Croydon - East,2001,185.0
Croydon - West,2001,185.0
Croydon South,2001,185.0
Vermont,2001,185.0
Carlton,2001,290.0
Docklands,2001,290.0
East Melbourne,2001,290.0
Flemington Racecourse,2001,290.0
Kensington (Vic.),2001,290.0
Parkville,2001,290.0
South Yarra - West,2001,290.0
Melbourne CBD - East,2001,290.0
Melbourne CBD - North,2001,290.0
Melbourne CBD - West,2001,290.0
North Melbourne,2001,290.0
Royal Botanic Gardens Victoria,2001,290.0
Southbank (West) - South Wharf,2001,290.0
Southbank - East,2001,290.0
West Melbourne - Residential,2001,290.0
Carlton North - Princes Hill,2001,290.0
Diggers Rest,2001,170.0
Melton West,2001,170.0
Rockbank - Mount Cottrell,2001,170.0
Taylors Hill,2001,170.0
Burnside,2001,170.0
Burnside Heights,2001,170.0
Caroline Springs,2001,170.0
Brookfield,2001,170.0
Cobblebank - Strathtulloh,2001,170.0
Eynesbury - Exford,2001,170.0
Fraser Rise - Plumpton,2001,170.0
Hillside,2001,170.0
Kurunjang - Toolern Vale,2001,170.0
Melton,2001,170.0
Melton South - Weir Views,2001,170.0
Irymple,2001,150.0
Merbein,2001,150.0
Mildura Surrounds,2001,150.0
Red Cliffs,2001,150.0
Mildura - North,2001,150.0
Mildura - South,2001,150.0
Kilmore - Broadford,2001,145.0
Nagambie,2001,145.0
Seymour,2001,145.0
Seymour Surrounds,2001,145.0
Yea,2001,145.0
Wallan,2001,145.0
Cobram,2001,130.0
Moira,2001,130.0
Numurkah,2001,130.0
Yarrawonga,2001,130.0
Hughesdale,2001,220.0
Ashwood - Chadstone,2001,220.0
Glen Waverley - East,2001,220.0
Glen Waverley - West,2001,220.0
Mount Waverley - North,2001,220.0
Mount Waverley - South,2001,220.0
Mulgrave,2001,220.0
Oakleigh - Huntingdale,2001,220.0
Wheelers Hill,2001,220.0
Clayton (North) - Notting Hill,2001,220.0
Clayton - Central,2001,220.0
Ascot Vale,2001,200.0
Flemington,2001,200.0
Moonee Ponds,2001,200.0
Essendon (West) - Aberfeldie,2001,200.0
Essendon - East,2001,200.0
Airport West,2001,200.0
Essendon Airport,2001,200.0
Niddrie - Essendon West,2001,200.0
Strathmore,2001,200.0
Avondale Heights,2001,200.0
Keilor East,2001,200.0
Bacchus Marsh Surrounds,2001,165.0
Bacchus Marsh,2001,165.0
Castlemaine,2001,140.0
Glenelg (Vic.),2001,140.0
Southern Grampians,2001,140.0
Moyne - West,2001,140.0
Warrnambool - North,2001,140.0
Warrnambool - South,2001,140.0
Alexandra,2001,130.0
Euroa,2001,130.0
Mansfield (Vic.),2001,130.0
Kinglake,2001,130.0
St Arnaud,2001,115.0
Stawell,2001,115.0
Yarriambiack,2001,115.0
Foster,2001,120.0
Wilsons Promontory,2001,120.0
Churchill,2001,120.0
Hamilton (Vic.),2001,110.0
Armadale,2001,240.0
Prahran - Windsor,2001,240.0
Toorak,2001,240.0
South Yarra - North,2001,240.0
South Yarra - South,2001,240.0
Malvern - Glen Iris,2001,240.0
Malvern East,2001,240.0
Winchelsea,2001,170.0
Lorne - Anglesea,2001,170.0
Torquay,2001,170.0
Robinvale,2001,140.0
Swan Hill,2001,140.0
Towong,2001,100.0
Wangaratta,2001,140.0
Wangaratta Surrounds,2001,140.0
Alps - West,2001,120.0
Maffra,2001,120.0
Rosedale,2001,120.0
Sale,2001,120.0
Yarram,2001,120.0
Blackburn,2001,215.0
Blackburn South,2001,215.0
Box Hill,2001,215.0
Box Hill North,2001,215.0
Burwood (Vic.),2001,215.0
Burwood East,2001,215.0
Surrey Hills (East) - Mont Albert,2001,215.0
Forest Hill,2001,215.0
Mitcham (Vic.),2001,215.0
Vermont South,2001,215.0
Bundoora - North,2001,185.0
Bundoora - West,2001,185.0
Mill Park - North,2001,185.0
Mill Park - South,2001,185.0
Thomastown,2001,185.0
Whittlesea,2001,185.0
Epping - East,2001,185.0
Epping - South,2001,185.0
Epping (Vic.) - West,2001,185.0
South Morang - North,2001,185.0
South Morang - South,2001,185.0
Wollert,2001,185.0
Doreen - North,2001,185.0
Doreen - South,2001,185.0
Lalor - East,2001,185.0
Lalor - West,2001,185.0
Mernda - North,2001,185.0
Mernda - South,2001,185.0
West Wodonga,2001,155.0
Baranduda - Leneva,2001,155.0
Wodonga,2001,155.0
Hoppers Crossing - North,2001,175.0
Hoppers Crossing - South,2001,175.0
Werribee - South,2001,175.0
Point Cook - East,2001,175.0
Point Cook - South,2001,175.0
Werribee - East,2001,175.0
Werribee - West,2001,175.0
Manor Lakes - Quandong,2001,175.0
Point Cook - North East,2001,175.0
Point Cook - North West,2001,175.0
Tarneit (West) - Mount Cottrell,2001,175.0
Tarneit - Central,2001,175.0
Tarneit - North,2001,175.0
Tarneit - South,2001,175.0
Truganina - North,2001,175.0
Truganina - South East,2001,175.0
Truganina - South West,2001,175.0
Wyndham Vale - North,2001,175.0
Wyndham Vale - South,2001,175.0
Abbotsford,2001,270.0
Collingwood,2001,270.0
Fitzroy,2001,270.0
Fitzroy North,2001,270.0
Clifton Hill - Alphington,2001,270.0
Richmond (South) - Cremorne,2001,270.0
Richmond - North,2001,270.0
Upper Yarra Valley,2001,175.0
Chirnside Park,2001,175.0
Healesville - Yarra Glen,2001,175.0
Kilsyth,2001,175.0
Lilydale - Coldstream,2001,175.0
Monbulk - Silvan,2001,175.0
Montrose,2001,175.0
Mooroolbark,2001,175.0
Mount Dandenong - Olinda,2001,175.0
Mount Evelyn,2001,175.0
Upwey - Tecoma,2001,175.0
Wandin - Seville,2001,175.0
Yarra Valley,2001,175.0
Bright - Mount Beauty,2002,140.0
Myrtleford,2002,140.0
Yackandandah,2002,140.0
Avoca,2002,113.0
Beaufort,2002,113.0
Ararat,2002,113.0
Ararat Surrounds,2002,113.0
Alfredton,2002,160.0
Ballarat,2002,160.0
Buninyong,2002,160.0
Delacombe,2002,160.0
Wendouree - Miners Rest,2002,160.0
Ballarat East - Warrenheip,2002,160.0
Ballarat North - Invermay,2002,160.0
Canadian - Mount Clear,2002,160.0
Sebastopol - Redan,2002,160.0
Creswick - Clunes,2002,160.0
Gordon (Vic.),2002,160.0
Bundoora - East,2002,215.0
Greensborough,2002,215.0
Heidelberg - Rosanna,2002,215.0
Heidelberg West,2002,215.0
Ivanhoe,2002,215.0
Ivanhoe East - Eaglemont,2002,215.0
Montmorency - Briar Hill,2002,215.0
Viewbank - Yallambie,2002,215.0
Watsonia,2002,215.0
Korumburra,2002,138.0
Phillip Island,2002,138.0
Wonthaggi - Inverloch,2002,138.0
Drouin,2002,155.0
Mount Baw Baw Region,2002,155.0
Trafalgar (Vic.),2002,155.0
Warragul,2002,155.0
Leongatha,2002,155.0
Moe - Newborough,2002,155.0
Yallourn North - Glengarry,2002,155.0
Ashburton (Vic.),2002,250.0
Balwyn,2002,250.0
Balwyn North,2002,250.0
Camberwell,2002,250.0
Glen Iris - East,2002,250.0
Hawthorn East,2002,250.0
Kew East,2002,250.0
Surrey Hills (West) - Canterbury,2002,250.0
Hawthorn - North,2002,250.0
Hawthorn - South,2002,250.0
Kew - South,2002,250.0
Kew - West,2002,250.0
Bulleen,2002,250.0
Doncaster,2002,250.0
Keilor,2002,175.0
Ardeer - Albion,2002,175.0
Cairnlea,2002,175.0
Delahey,2002,175.0
Keilor Downs,2002,175.0
Kings Park (Vic.),2002,175.0
St Albans - North,2002,175.0
St Albans - South,2002,175.0
Sunshine,2002,175.0
Sunshine North,2002,175.0
Sunshine West,2002,175.0
Sydenham,2002,175.0
Taylors Lakes,2002,175.0
Deer Park,2002,175.0
Derrimut,2002,175.0
Echuca,2002,150.0
Kyabram,2002,150.0
Lockington - Gunbower,2002,150.0
Rochester,2002,150.0
Rushworth,2002,150.0
Belgrave - Selby,2002,180.0
Emerald - Cockatoo,2002,180.0
Beaconsfield - Officer,2002,180.0
Bunyip - Garfield,2002,180.0
Koo Wee Rup,2002,180.0
Pakenham - North East,2002,180.0
Pakenham - North West,2002,180.0
Pakenham - South East,2002,180.0
Pakenham - South West,2002,180.0
Berwick - North,2002,185.0
Doveton,2002,185.0
Hallam,2002,185.0
Narre Warren North,2002,185.0
Endeavour Hills - North,2002,185.0
Endeavour Hills - South,2002,185.0
Narre Warren - North East,2002,185.0
Narre Warren - South West,2002,185.0
Berwick - South East,2002,185.0
Berwick - South West,2002,185.0
Cranbourne,2002,185.0
Cranbourne South,2002,185.0
Cranbourne West,2002,185.0
Lynbrook - Lyndhurst,2002,185.0
Pearcedale - Tooradin,2002,185.0
Narre Warren South - East,2002,185.0
Narre Warren South - West,2002,185.0
Clyde North - North,2002,185.0
Clyde North - South,2002,185.0
Cranbourne East - North,2002,185.0
Cranbourne East - South,2002,185.0
Cranbourne North - East,2002,185.0
Cranbourne North - West,2002,185.0
Hampton Park - East,2002,185.0
Hampton Park - West,2002,185.0
Maryborough (Vic.),2002,125.0
Maryborough Surrounds,2002,125.0
Castlemaine Surrounds,2002,125.0
Colac,2002,150.0
Colac Surrounds,2002,150.0
Otway,2002,150.0
Camperdown,2002,120.0
Corangamite - North,2002,120.0
Corangamite - South,2002,120.0
Moyne - East,2002,120.0
Alphington - Fairfield,2002,190.0
Thornbury,2002,190.0
Northcote - East,2002,190.0
Northcote - West,2002,190.0
Kingsbury,2002,190.0
Preston - East,2002,190.0
Preston - West,2002,190.0
Reservoir - North East,2002,190.0
Reservoir - North West,2002,190.0
Reservoir - South East,2002,190.0
Reservoir - South West,2002,190.0
Alps - East,2002,138.0
Bairnsdale,2002,138.0
Bruthen - Omeo,2002,138.0
Lake King,2002,138.0
Lakes Entrance,2002,138.0
Orbost,2002,138.0
Paynesville,2002,138.0
Longford - Loch Sport,2002,138.0
Carrum Downs,2002,175.0
Frankston,2002,175.0
Frankston North,2002,175.0
Frankston South,2002,175.0
Langwarrin,2002,175.0
Seaford (Vic.),2002,175.0
Skye - Sandhurst,2002,175.0
Buloke,2002,110.0
Gannawarra,2002,110.0
Kerang,2002,110.0
Swan Hill Surrounds,2002,110.0
Bentleigh - McKinnon,2002,210.0
Carnegie,2002,210.0
Caulfield - North,2002,210.0
Caulfield - South,2002,210.0
Elsternwick,2002,210.0
Murrumbeena,2002,210.0
Ormond - Glen Huntly,2002,210.0
Bentleigh East - North,2002,210.0
Bentleigh East - South,2002,210.0
Bendigo,2002,165.0
California Gully - Eaglehawk,2002,165.0
East Bendigo - Kennington,2002,165.0
Flora Hill - Spring Gully,2002,165.0
Kangaroo Flat - Golden Square,2002,165.0
Maiden Gully,2002,165.0
Strathfieldsaye,2002,165.0
White Hills - Ascot,2002,165.0
Bendigo Surrounds - South,2002,165.0
Heathcote,2002,165.0
Bendigo Surrounds - North,2002,165.0
Dandenong North,2002,155.0
Noble Park North,2002,155.0
Springvale,2002,155.0
Springvale South,2002,155.0
Noble Park - East,2002,155.0
Noble Park - West,2002,155.0
Dandenong - North,2002,155.0
Dandenong - South,2002,155.0
Keysborough - North,2002,155.0
Keysborough - South,2002,155.0
Belmont,2002,165.0
Geelong,2002,165.0
Geelong West - Hamlyn Heights,2002,165.0
Highton,2002,165.0
Lara,2002,165.0
Leopold,2002,165.0
Newcomb - Moolap,2002,165.0
Newtown (Vic.),2002,165.0
North Geelong - Bell Park,2002,165.0
Charlemont,2002,165.0
Corio - Lovely Banks,2002,165.0
Grovedale - Mount Duneed,2002,165.0
Norlane,2002,165.0
Clifton Springs,2002,165.0
Portarlington,2002,165.0
Point Lonsdale - Queenscliff,2002,165.0
Barwon Heads - Armstrong Creek,2002,165.0
Ocean Grove,2002,165.0
Benalla Surrounds,2002,160.0
Mooroopna,2002,160.0
Shepparton - North,2002,160.0
Shepparton Surrounds - East,2002,160.0
Shepparton Surrounds - West,2002,160.0
Kialla,2002,160.0
Shepparton - South East,2002,160.0
Daylesford,2002,155.0
Nhill Region,2002,103.0
Altona,2002,190.0
Altona Meadows,2002,190.0
Altona North,2002,190.0
Newport,2002,190.0
Seabrook,2002,190.0
Williamstown,2002,190.0
Laverton,2002,190.0
Horsham,2002,135.0
Horsham Surrounds,2002,135.0
Sunbury,2002,190.0
Sunbury - South,2002,190.0
Sunbury - West,2002,190.0
Broadmeadows,2002,190.0
Campbellfield - Coolaroo,2002,190.0
Gladstone Park - Westmeadows,2002,190.0
Greenvale - Bulla,2002,190.0
Meadow Heights,2002,190.0
Melbourne Airport,2002,190.0
Tullamarine,2002,190.0
Craigieburn - Central,2002,190.0
Craigieburn - North,2002,190.0
Craigieburn - South,2002,190.0
Mickleham - Yuroke,2002,190.0
Craigieburn - North West,2002,190.0
Craigieburn - West,2002,190.0
Roxburgh Park (South) - Somerton,2002,190.0
Roxburgh Park - North,2002,190.0
Rutherglen,2002,150.0
Beechworth,2002,150.0
Chiltern - Indigo Valley,2002,150.0
Bayswater,2002,205.0
Knoxfield - Scoresby,2002,205.0
Lysterfield,2002,205.0
Rowville - Central,2002,205.0
Rowville - North,2002,205.0
Rowville - South,2002,205.0
Wantirna,2002,205.0
Wantirna South,2002,205.0
Boronia,2002,205.0
Ferntree Gully - North,2002,205.0
Ferntree Gully (South) - Upper Ferntree Gully,2002,205.0
The Basin,2002,205.0
Kyneton,2002,177.0
Woodend,2002,177.0
Gisborne,2002,177.0
Macedon,2002,177.0
Riddells Creek,2002,177.0
Romsey,2002,177.0
Templestowe,2002,250.0
Templestowe Lower,2002,250.0
Doncaster East - North,2002,250.0
Doncaster East - South,2002,250.0
Donvale - Park Orchards,2002,250.0
Warrandyte - Wonga Park,2002,250.0
Nunawading,2002,250.0
Braybrook,2002,180.0
Footscray,2002,180.0
Maribyrnong,2002,180.0
Seddon - Kingsville,2002,180.0
West Footscray - Tottenham,2002,180.0
Yarraville,2002,180.0
Bayswater North,2002,190.0
Croydon Hills - Warranwood,2002,190.0
Ringwood,2002,190.0
Ringwood East,2002,190.0
Ringwood North,2002,190.0
Croydon - East,2002,190.0
Croydon - West,2002,190.0
Croydon South,2002,190.0
Vermont,2002,190.0
Carlton,2002,305.0
Docklands,2002,305.0
East Melbourne,2002,305.0
Flemington Racecourse,2002,305.0
Kensington (Vic.),2002,305.0
Parkville,2002,305.0
South Yarra - West,2002,305.0
Melbourne CBD - East,2002,305.0
Melbourne CBD - North,2002,305.0
Melbourne CBD - West,2002,305.0
North Melbourne,2002,305.0
Royal Botanic Gardens Victoria,2002,305.0
Southbank (West) - South Wharf,2002,305.0
Southbank - East,2002,305.0
West Melbourne - Residential,2002,305.0
Carlton North - Princes Hill,2002,305.0
Diggers Rest,2002,185.0
Melton West,2002,185.0
Rockbank - Mount Cottrell,2002,185.0
Taylors Hill,2002,185.0
Burnside,2002,185.0
Burnside Heights,2002,185.0
Caroline Springs,2002,185.0
Brookfield,2002,185.0
Cobblebank - Strathtulloh,2002,185.0
Eynesbury - Exford,2002,185.0
Fraser Rise - Plumpton,2002,185.0
Hillside,2002,185.0
Kurunjang - Toolern Vale,2002,185.0
Melton,2002,185.0
Melton South - Weir Views,2002,185.0
