Region,Children enrolled in a preschool or preschool program (no.),Estimated resident population (no.),Land area (ha),Median monthly household mortgage payment ($),Median price of established house transfers ($),Median total income (excl. Government pensions and allowances) ($),Median weekly household rental payment ($),Number of jobs,Working age population (aged 15-64 years) (%),property_url,name,property_type,cost_text,latitude,longitude,bed_info,bath_info,parking,date_available,desc,post_code,region
Box Hill North,233.0,19021.0,620.9,2491.0,1390100.0,49276.0,438.0,14459.0,66.7,https://www.domain.com.au/5-147-woodhouse-grove-box-hill-north-vic-3129-17124624,"5/147 Woodhouse Grove, Box Hill North VIC 3129",Townhouse,1040.0,-37.8019225,145.131936,4.0,2.0,2.0,"Saturday, 14th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3129,Box Hill North
Box Hill North,233.0,19021.0,620.9,2491.0,1390100.0,49276.0,438.0,14459.0,66.7,https://www.domain.com.au/4-147-woodhouse-grove-box-hill-north-vic-3129-17124565,"4/147 Woodhouse Grove, Box Hill North VIC 3129",Townhouse,1040.0,-37.8019225,145.131936,4.0,2.0,2.0,"Saturday, 14th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3129,Box Hill North
Box Hill North,233.0,19021.0,620.9,2491.0,1390100.0,49276.0,438.0,14459.0,66.7,https://www.domain.com.au/1-147-woodhouse-grove-box-hill-north-vic-3129-17123902,"1/147 Woodhouse Grove, Box Hill North VIC 3129",Townhouse,990.0,-37.8019225,145.131936,4.0,2.0,2.0,"Saturday, 14th September 2024","Set back on the block presents this brand new four bedroom townhouse with exquisite attention to detail you will be able to be the first to occupy. The layout of this townhouse situated to the left hand side of the driveway provides you opulent living experiences. Please know that each townhouse has a different floorplan.
Walking through, did we mention that everything in brand new. ",3129,Box Hill North
Box Hill North,233.0,19021.0,620.9,2491.0,1390100.0,49276.0,438.0,14459.0,66.7,https://www.domain.com.au/1-68-thames-st-box-hill-north-vic-3129-17192535,"1/68 Thames St, Box Hill North VIC 3129",Apartment / Unit / Flat,600.0,-37.813405,145.1239373,2.0,1.0,1.0,"Friday, 27th September 2024",Mikayla Lastavec,3129,Box Hill North
Box Hill North,233.0,19021.0,620.9,2491.0,1390100.0,49276.0,438.0,14459.0,66.7,https://www.domain.com.au/2-74-severn-street-box-hill-north-vic-3129-17168495,"2/74 Severn Street, Box Hill North VIC 3129",Apartment / Unit / Flat,600.0,-37.8120188,145.1226667,3.0,2.0,1.0,"Friday, 6th September 2024",Nicole Woods,3129,Box Hill North
Burwood Vic.,122.0,14001.0,503.9,2457.0,1393000.0,37905.0,401.0,10609.0,73.2,https://www.domain.com.au/4-441-warrigal-road-burwood-vic-3125-17184232,"4/441 Warrigal Road, Burwood VIC 3125",Townhouse,650.0,-37.8601261,145.0941296,3.0,1.0,1.0,Available Now,"This generously sized two-story townhouse is ideally situated close to trains, trams, buses, shops, schools, and hospitals. Featuring 3 bedrooms, a central bathroom, a private courtyard garden, and undercover parking, this property offers both comfort and convenience. Book your inspection with us today.",3125,Burwood
Burwood Vic.,122.0,14001.0,503.9,2457.0,1393000.0,37905.0,401.0,10609.0,73.2,https://www.domain.com.au/4-17-19-renown-street-burwood-vic-3125-16189029,"4/17-19 Renown Street, Burwood VIC 3125",Townhouse,780.0,-37.85315629999999,145.1230776,3.0,2.0,2.0,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3125,Burwood
Burwood Vic.,122.0,14001.0,503.9,2457.0,1393000.0,37905.0,401.0,10609.0,73.2,https://www.domain.com.au/27-wallace-road-burwood-vic-3125-15483680,"27 Wallace Road, Burwood VIC 3125",House,640.0,-37.8471112,145.0991903,3.0,1.0,3.0,"Wednesday, 2nd October 2024",Christian Neofotistos,3125,Burwood
Burwood Vic.,122.0,14001.0,503.9,2457.0,1393000.0,37905.0,401.0,10609.0,73.2,https://www.domain.com.au/1-34-mcintyre-street-burwood-vic-3125-17186581,"1/34 McIntyre Street, Burwood VIC 3125",Apartment / Unit / Flat,500.0,-37.8512989,145.105742,2.0,1.0,1.0,"Wednesday, 18th September 2024",Jamie-Lee Fox,3125,Burwood
Burwood East,125.0,11885.0,426.3,2147.0,1250434.0,42228.0,439.0,8283.0,64.6,https://www.domain.com.au/1-55-witchwood-cres-burwood-east-vic-3151-17137573,"1/55 Witchwood Cres, Burwood East VIC 3151",Townhouse,770.0,-37.8533009,145.1476802,3.0,2.0,2.0,Available Now,"*TO REGISTER FOR AN INSPECTION, SIMPLY CLICK ON BOOK INSPECTION OR EMAIL AGENT **",3151,Burwood East
Burwood East,125.0,11885.0,426.3,2147.0,1250434.0,42228.0,439.0,8283.0,64.6,https://www.domain.com.au/12-northcote-circuit-burwood-east-vic-3151-15389945,"12 Northcote Circuit, Burwood East VIC 3151",Townhouse,860.0,-37.8489792,145.1363758,3.0,2.0,2.0,"Tuesday, 24th September 2024","This recently built 2 storey 3 bedroom + 2.5 bathroom + 1 car garage townhouse, available for lease at Burwood Brickworks.
Designed for entertaining and relaxing outdoors, this three bedroom two bathroom townhouse offers luxury, comfort and convenience. 
From the indoors to outdoors, every aspect is about finding sustainable liveable luxury in every moment.
The practical open plan design optimizes",3151,Burwood East
Burwood East,125.0,11885.0,426.3,2147.0,1250434.0,42228.0,439.0,8283.0,64.6,https://www.domain.com.au/9-hotham-retreat-burwood-east-vic-3151-17167583,"9 Hotham Retreat, Burwood East VIC 3151",Townhouse,700.0,-37.8568995,145.1401343,3.0,2.0,2.0,"Friday, 20th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3151,Burwood East
Surrey Hills East  Mont Albert,121.0,10645.0,332.8,2600.0,2210000.0,60982.0,462.0,8611.0,65.0,https://www.domain.com.au/20-oak-street-surrey-hills-vic-3127-17177027,"20 Oak Street, Surrey Hills VIC 3127",Townhouse,1400.0,-37.8333697,145.1100698,4.0,3.0,2.0,"Monday, 7th October 2024",Dylan Archer,3127,Surrey Hills
Surrey Hills East  Mont Albert,121.0,10645.0,332.8,2600.0,2210000.0,60982.0,462.0,8611.0,65.0,https://www.domain.com.au/3-217-mont-albert-road-surrey-hills-vic-3127-17191935,"3/217 Mont Albert Road, Surrey Hills VIC 3127",Townhouse,990.0,-37.8188751,145.0888187,3.0,2.0,2.0,"Wednesday, 18th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3127,Surrey Hills
Surrey Hills East  Mont Albert,121.0,10645.0,332.8,2600.0,2210000.0,60982.0,462.0,8611.0,65.0,https://www.domain.com.au/1-217-mont-albert-road-surrey-hills-vic-3127-17191896,"1/217 Mont Albert Road, Surrey Hills VIC 3127",Townhouse,1190.0,-37.8188751,145.0888187,4.0,2.0,2.0,"Wednesday, 18th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3127,Surrey Hills
Surrey Hills East  Mont Albert,121.0,10645.0,332.8,2600.0,2210000.0,60982.0,462.0,8611.0,65.0,https://www.domain.com.au/5-45-kent-road-surrey-hills-vic-3127-17190791,"5/45 Kent Road, Surrey Hills VIC 3127",Townhouse,950.0,-37.8282496,145.0959349,4.0,2.0,2.0,$4128," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3127,Surrey Hills
Surrey Hills East  Mont Albert,121.0,10645.0,332.8,2600.0,2210000.0,60982.0,462.0,8611.0,65.0,https://www.domain.com.au/1-9-willcyrus-street-surrey-hills-vic-3127-17169410,"1/9 Willcyrus Street, Surrey Hills VIC 3127",Townhouse,1200.0,-37.8263219,145.109909,4.0,3.0,2.0,"Wednesday, 11th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3127,Surrey Hills
Surrey Hills East  Mont Albert,121.0,10645.0,332.8,2600.0,2210000.0,60982.0,462.0,8611.0,65.0,https://www.domain.com.au/20-oak-street-surrey-hills-vic-3127-17188184,"20 Oak Street, Surrey Hills VIC 3127",House,1400.0,-37.8333697,145.1100698,4.0,3.0,2.0,"Monday, 7th October 2024",Dylan Archer,3127,Surrey Hills
Surrey Hills East  Mont Albert,121.0,10645.0,332.8,2600.0,2210000.0,60982.0,462.0,8611.0,65.0,https://www.domain.com.au/15-willcyrus-street-surrey-hills-vic-3127-17074160,"15 Willcyrus Street, Surrey Hills VIC 3127",House,1350.0,-37.8264014,145.1107443,4.0,2.0,2.0,"Saturday, 7th September 2024","** TO REGISTER FOR AN INSPECTION, SIMPLY CLICK ON BOOK INSPECTION, EMAIL AGENT or GET IN TOUCH ** ",3127,Surrey Hills
Surrey Hills East  Mont Albert,121.0,10645.0,332.8,2600.0,2210000.0,60982.0,462.0,8611.0,65.0,https://www.domain.com.au/2-18-blackburn-street-surrey-hills-vic-3127-17184240,"2/18 Blackburn Street, Surrey Hills VIC 3127",Apartment / Unit / Flat,500.0,-37.8214328,145.0995979,2.0,1.0,1.0,"Monday, 30th September 2024",Lauren Jackson ,3127,Surrey Hills
Surrey Hills East  Mont Albert,121.0,10645.0,332.8,2600.0,2210000.0,60982.0,462.0,8611.0,65.0,https://www.domain.com.au/4-6-florence-road-surrey-hills-vic-3127-17158193,"4/6 Florence Road, Surrey Hills VIC 3127",Apartment / Unit / Flat,500.0,-37.8272142,145.1020549,2.0,1.0,1.0,"Friday, 20th September 2024",Amy Ma,3127,Surrey Hills
Surrey Hills East  Mont Albert,121.0,10645.0,332.8,2600.0,2210000.0,60982.0,462.0,8611.0,65.0,https://www.domain.com.au/8-32-broughton-road-surrey-hills-vic-3127-17145970,"8/32 Broughton Road, Surrey Hills VIC 3127",Apartment / Unit / Flat,565.0,-37.82978019999999,145.1039083,2.0,1.0,2.0,Available Now,Leo Zuo,3127,Surrey Hills
Surrey Hills East  Mont Albert,121.0,10645.0,332.8,2600.0,2210000.0,60982.0,462.0,8611.0,65.0,https://www.domain.com.au/206-1a-middlesex-road-surrey-hills-vic-3127-17145421,"206/1a Middlesex Road, Surrey Hills VIC 3127",Apartment / Unit / Flat,800.0,-37.8256028,145.0907486,3.0,2.0,2.0,"Monday, 16th September 2024",Edward Guo,3127,Surrey Hills
Beaumaris,158.0,14227.0,596.8,3000.0,2005000.0,59622.0,612.0,10741.0,59.6,https://www.domain.com.au/76-tramway-parade-beaumaris-vic-3193-17191747,"76 Tramway Parade, Beaumaris VIC 3193",Townhouse,1240.0,-37.98959869999999,145.0416871,4.0,2.0,2.0,"Wednesday, 23rd October 2024",Kim Britt,3193,Beaumaris
Beaumaris,158.0,14227.0,596.8,3000.0,2005000.0,59622.0,612.0,10741.0,59.6,https://www.domain.com.au/3-2-bayview-road-beaumaris-vic-3193-17150414,"3/2 Bayview Road, Beaumaris VIC 3193",Townhouse,895.0,-37.97768689999999,145.0404336,3.0,2.0,2.0,Available Now,Simone Buckley,3193,Beaumaris
Beaumaris,158.0,14227.0,596.8,3000.0,2005000.0,59622.0,612.0,10741.0,59.6,https://www.domain.com.au/3a-white-street-beaumaris-vic-3193-17181615,"3A White Street, Beaumaris VIC 3193",Townhouse,995.0,-37.989345,145.033221,3.0,3.0,2.0,"Saturday, 7th September 2024","Step into coastal luxury with this stunning home at 3A White Street, Beaumaris. Offering a perfect blend of modern sophistication and relaxed elegance, this property provides an exceptional living experience in one of Melbourne's most sought-after suburbs.",3193,Beaumaris
Beaumaris,158.0,14227.0,596.8,3000.0,2005000.0,59622.0,612.0,10741.0,59.6,https://www.domain.com.au/167-charman-road-beaumaris-vic-3193-17193619,"167 Charman Road, Beaumaris VIC 3193",House,950.0,-37.97460640000001,145.0536312,4.0,3.0,2.0,"Monday, 9th September 2024",Simone Buckley,3193,Beaumaris
Beaumaris,158.0,14227.0,596.8,3000.0,2005000.0,59622.0,612.0,10741.0,59.6,https://www.domain.com.au/3-scott-street-beaumaris-vic-3193-17158977,"3 Scott Street, Beaumaris VIC 3193",House,900.0,-37.9898785,145.038987,3.0,2.0,4.0,"Thursday, 12th September 2024",Kerry West,3193,Beaumaris
Beaumaris,158.0,14227.0,596.8,3000.0,2005000.0,59622.0,612.0,10741.0,59.6,https://www.domain.com.au/4-alfred-street-beaumaris-vic-3193-17178678,"4 Alfred Street, Beaumaris VIC 3193",House,705.0,-37.9766227,145.0497472,3.0,1.0,3.0,"Friday, 20th September 2024",Kerry West,3193,Beaumaris
Beaumaris,158.0,14227.0,596.8,3000.0,2005000.0,59622.0,612.0,10741.0,59.6,https://www.domain.com.au/83-reserve-rd-beaumaris-vic-3193-17178343,"83 Reserve Rd, Beaumaris VIC 3193",House,725.0,-37.9836799,145.033043,3.0,2.0,3.0,"Wednesday, 25th September 2024",Molly Rogerson,3193,Beaumaris
Beaumaris,158.0,14227.0,596.8,3000.0,2005000.0,59622.0,612.0,10741.0,59.6,https://www.domain.com.au/1-511-balcombe-road-beaumaris-vic-3193-17152550,"1/511 Balcombe Road, Beaumaris VIC 3193",House,1495.0,-37.9770179,145.0262498,4.0,3.0,2.0,Available Now,Stella Patselis,3193,Beaumaris
Beaumaris,158.0,14227.0,596.8,3000.0,2005000.0,59622.0,612.0,10741.0,59.6,https://www.domain.com.au/1-scarborough-grove-beaumaris-vic-3193-17181227,"1 Scarborough Grove, Beaumaris VIC 3193",House,1100.0,-37.98067200000001,145.0483374,4.0,2.0,2.0,"Saturday, 7th September 2024","If space is what you need then this is the home for you. This is a true family entertainer, offering four bedrooms, 2.5 bathrooms, formal and family zones linked by covered decking and sun-filled north-westerly gardens. On arrival you are presented with open space, high ceilings and fresh air. Set with garden-access formal and family zones linked by covered decking and sun-filled north-westerly",3193,Beaumaris
Beaumaris,158.0,14227.0,596.8,3000.0,2005000.0,59622.0,612.0,10741.0,59.6,https://www.domain.com.au/4-wellington-avenue-beaumaris-vic-3193-17173245,"4 Wellington Avenue, Beaumaris VIC 3193",House,650.0,-37.9829857,145.0255609,2.0,1.0,1.0,Available Now,"See through the trees to the park, Just one door from Donald MacDonald Reserve, 200 steps to the beachfront, and 250m to the path to the sand, ",3193,Beaumaris
Brighton Vic.,226.0,23547.0,820.0,3467.0,3298000.0,69865.0,600.0,18066.0,59.5,https://www.domain.com.au/6-467-new-street-brighton-vic-3186-17180970,"6/467 New Street, Brighton VIC 3186",Townhouse,495.0,-37.8935317,144.994989,2.0,1.0,1.0,"Monday, 30th September 2024",Tara Stewart,3186,Brighton
Brighton Vic.,226.0,23547.0,820.0,3467.0,3298000.0,69865.0,600.0,18066.0,59.5,https://www.domain.com.au/3-24-south-road-brighton-vic-3186-17171841,"3/24 South Road, Brighton VIC 3186",Townhouse,1250.0,-37.9288367,144.9953704,3.0,2.0,2.0,"Wednesday, 18th September 2024",Hudson Keppell,3186,Brighton
Brighton Vic.,226.0,23547.0,820.0,3467.0,3298000.0,69865.0,600.0,18066.0,59.5,https://www.domain.com.au/2-42c-head-street-brighton-vic-3186-17140589,"2/42C Head Street, Brighton VIC 3186",Townhouse,1595.0,-37.8919338,144.9910387,3.0,3.0,2.0,Available Now,"Indulge in the harmonious, nature-inspired architectural design and luxurious fit-out of this brand new 3-bedroom townhouse with a double car private basement and courtyard gardens by Jack Merlo, idyllically located opposite lush expanses of parkland, and just steps to Golden Mile beaches. ",3186,Brighton
Brighton Vic.,226.0,23547.0,820.0,3467.0,3298000.0,69865.0,600.0,18066.0,59.5,https://www.domain.com.au/1-42c-head-street-brighton-vic-3186-17140479,"1/42C Head Street, Brighton VIC 3186",Townhouse,1750.0,-37.8919338,144.9910387,3.0,2.0,2.0,Available Now,"Indulge in the harmonious, nature-inspired architectural design and luxurious fit-out of this brand new 3-bedroom townhouse with a double car private basement and courtyard/rooftop gardens by Jack Merlo, idyllically located opposite lush expanses of parkland, and just steps to Golden Mile beaches. ",3186,Brighton
Brighton Vic.,226.0,23547.0,820.0,3467.0,3298000.0,69865.0,600.0,18066.0,59.5,https://www.domain.com.au/8-brickwood-street-brighton-vic-3186-17086548,"8 Brickwood Street, Brighton VIC 3186",Townhouse,1150.0,-37.8960435,144.9977884,4.0,2.0,2.0,Available Now,Your bayside lifestyle awaits within this modern townhouse inspired by Japanese architecture and with its own street frontage.,3186,Brighton
Brighton Vic.,226.0,23547.0,820.0,3467.0,3298000.0,69865.0,600.0,18066.0,59.5,https://www.domain.com.au/6-30-esplanade-brighton-vic-3186-16840060,"6/30 Esplanade, Brighton VIC 3186",Townhouse,1525.0,-37.9259855,144.9883282,3.0,2.0,2.0,Available Now,"Stunning four bedroom, 2.5 bathroom town residence intelligently layered over three levels with a sensational rooftop terrace with bay views. ",3186,Brighton
Brighton Vic.,226.0,23547.0,820.0,3467.0,3298000.0,69865.0,600.0,18066.0,59.5,https://www.domain.com.au/11-17-19-grosvenor-street-brighton-vic-3186-17191369,"11/17-19 Grosvenor Street, Brighton VIC 3186",Townhouse,1100.0,-37.9091603,144.9890918,3.0,1.0,2.0,"Wednesday, 11th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3186,Brighton
Brighton Vic.,226.0,23547.0,820.0,3467.0,3298000.0,69865.0,600.0,18066.0,59.5,https://www.domain.com.au/147b-male-street-brighton-vic-3186-17180368,"147B MALE STREET, Brighton VIC 3186",Townhouse,825.0,-37.9076983,145.0051127,2.0,2.0,2.0,"Friday, 20th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3186,Brighton
